,index,today,expiration,strike,optionType,spot,riskFreeRate,optionPremiumPrice
322,321,10-07-2023 09:31,04-08-2023 00:00,85,P,132.04,0.05,0.04434482
323,322,10-07-2023 09:31,04-08-2023 00:00,90,C,132.04,0.05,0
324,323,10-07-2023 09:31,04-08-2023 00:00,90,P,132.04,0.05,0.048464372
325,324,10-07-2023 09:31,04-08-2023 00:00,95,C,132.04,0.05,37.43873184
326,325,10-07-2023 09:31,04-08-2023 00:00,95,P,132.04,0.05,0.05259972
327,326,10-07-2023 09:31,04-08-2023 00:00,100,C,132.04,0.05,0
328,327,10-07-2023 09:31,04-08-2023 00:00,100,P,132.04,0.05,0.019531565
329,328,10-07-2023 09:31,04-08-2023 00:00,105,C,132.04,0.05,27.50439169
330,329,10-07-2023 09:31,04-08-2023 00:00,105,P,132.04,0.05,0.069205433
331,330,10-07-2023 09:31,04-08-2023 00:00,110,C,132.04,0.05,22.54810613
332,331,10-07-2023 09:31,04-08-2023 00:00,110,P,132.04,0.05,0.094535605
333,332,10-07-2023 09:31,04-08-2023 00:00,115,C,132.04,0.05,17.59173882
334,333,10-07-2023 09:31,04-08-2023 00:00,115,P,132.04,0.05,0.145829866
335,334,10-07-2023 09:31,04-08-2023 00:00,118,C,132.04,0.05,14.72386362
336,335,10-07-2023 09:31,04-08-2023 00:00,118,P,132.04,0.05,0.292746723
337,336,10-07-2023 09:31,04-08-2023 00:00,119,C,132.04,0.05,13.76866536
338,337,10-07-2023 09:31,04-08-2023 00:00,119,P,132.04,0.05,0.33713303
339,338,10-07-2023 09:31,04-08-2023 00:00,120,C,132.04,0.05,12.83593178
340,339,10-07-2023 09:31,04-08-2023 00:00,120,P,132.04,0.05,0.318695611
341,340,10-07-2023 09:31,04-08-2023 00:00,121,C,132.04,0.05,11.82752516
342,341,10-07-2023 09:31,04-08-2023 00:00,121,P,132.04,0.05,0.39862906
343,342,10-07-2023 09:31,04-08-2023 00:00,122,C,132.04,0.05,10.87230607
344,343,10-07-2023 09:31,04-08-2023 00:00,122,P,132.04,0.05,0.467201282
345,344,10-07-2023 09:31,04-08-2023 00:00,123,C,132.04,0.05,10.08527925
346,345,10-07-2023 09:31,04-08-2023 00:00,123,P,132.04,0.05,0.560694979
347,346,10-07-2023 09:31,04-08-2023 00:00,124,C,132.04,0.05,9.216212604
348,347,10-07-2023 09:31,04-08-2023 00:00,124,P,132.04,0.05,0.689036129
349,348,10-07-2023 09:31,04-08-2023 00:00,125,C,132.04,0.05,8.363258513
350,349,10-07-2023 09:31,04-08-2023 00:00,125,P,132.04,0.05,0.839220165
351,350,10-07-2023 09:31,04-08-2023 00:00,126,C,132.04,0.05,7.54944831
352,351,10-07-2023 09:31,04-08-2023 00:00,126,P,132.04,0.05,0.911701337
353,352,10-07-2023 09:31,04-08-2023 00:00,127,C,132.04,0.05,6.730650892
354,353,10-07-2023 09:31,04-08-2023 00:00,127,P,132.04,0.05,1.23029209
355,354,10-07-2023 09:31,04-08-2023 00:00,128,C,132.04,0.05,5.998790846
356,355,10-07-2023 09:31,04-08-2023 00:00,128,P,132.04,0.05,1.476887419
357,356,10-07-2023 09:31,04-08-2023 00:00,129,C,132.04,0.05,5.303248822
358,357,10-07-2023 09:31,04-08-2023 00:00,129,P,132.04,0.05,1.75468859
359,358,10-07-2023 09:31,04-08-2023 00:00,130,C,132.04,0.05,4.6207
360,359,10-07-2023 09:31,04-08-2023 00:00,130,P,132.04,0.05,2.090209802
361,360,10-07-2023 09:31,04-08-2023 00:00,131,C,132.04,0.05,3.983674278
362,361,10-07-2023 09:31,04-08-2023 00:00,131,P,132.04,0.05,2.452988547
363,362,10-07-2023 09:31,04-08-2023 00:00,132,C,132.04,0.05,3.421106509
364,363,10-07-2023 09:31,04-08-2023 00:00,132,P,132.04,0.05,2.888653194
365,364,10-07-2023 09:31,04-08-2023 00:00,133,C,132.04,0.05,2.90899447
366,365,10-07-2023 09:31,04-08-2023 00:00,133,P,132.04,0.05,3.348764017
367,366,10-07-2023 09:31,04-08-2023 00:00,134,C,132.04,0.05,2.350785462
368,367,10-07-2023 09:31,04-08-2023 00:00,134,P,132.04,0.05,3.877618096
369,368,10-07-2023 09:31,04-08-2023 00:00,135,C,132.04,0.05,2.054871346
370,369,10-07-2023 09:31,04-08-2023 00:00,135,P,132.04,0.05,4.5070528
371,370,10-07-2023 09:31,04-08-2023 00:00,136,C,132.04,0.05,1.701409821
372,371,10-07-2023 09:31,04-08-2023 00:00,136,P,132.04,0.05,5.161834614
373,372,10-07-2023 09:31,04-08-2023 00:00,137,C,132.04,0.05,1.386570304
374,373,10-07-2023 09:31,04-08-2023 00:00,137,P,132.04,0.05,5.84001025
375,374,10-07-2023 09:31,04-08-2023 00:00,138,C,132.04,0.05,1.136216015
376,375,10-07-2023 09:31,04-08-2023 00:00,138,P,132.04,0.05,6.592700023
377,376,10-07-2023 09:31,04-08-2023 00:00,139,C,132.04,0.05,0.923232278
378,377,10-07-2023 09:31,04-08-2023 00:00,139,P,132.04,0.05,7.369152772
379,378,10-07-2023 09:31,04-08-2023 00:00,140,C,132.04,0.05,0.755490697
380,379,10-07-2023 09:31,04-08-2023 00:00,140,P,132.04,0.05,8.166333302
381,380,10-07-2023 09:31,04-08-2023 00:00,141,C,132.04,0.05,0.506400027
382,381,10-07-2023 09:31,04-08-2023 00:00,141,P,132.04,0.05,9.013353938
383,382,10-07-2023 09:31,04-08-2023 00:00,142,C,132.04,0.05,0.415787554
384,383,10-07-2023 09:31,04-08-2023 00:00,142,P,132.04,0.05,9.879723089
385,384,10-07-2023 09:31,04-08-2023 00:00,143,C,132.04,0.05,0.340282272
386,385,10-07-2023 09:31,04-08-2023 00:00,143,P,132.04,0.05,10.81536609
387,386,10-07-2023 09:31,04-08-2023 00:00,144,C,132.04,0.05,0.314178667
388,387,10-07-2023 09:31,04-08-2023 00:00,144,P,132.04,0.05,0
389,388,10-07-2023 09:31,04-08-2023 00:00,145,C,132.04,0.05,0.254533488
390,389,10-07-2023 09:31,04-08-2023 00:00,145,P,132.04,0.05,12.76405623
391,390,10-07-2023 09:31,04-08-2023 00:00,146,C,132.04,0.05,0.205479074
392,391,10-07-2023 09:31,04-08-2023 00:00,146,P,132.04,0.05,13.75870143
393,392,10-07-2023 09:31,04-08-2023 00:00,147,C,132.04,0.05,0.238002041
394,393,10-07-2023 09:31,04-08-2023 00:00,147,P,132.04,0.05,0
395,394,10-07-2023 09:31,04-08-2023 00:00,148,C,132.04,0.05,0.213189615
396,395,10-07-2023 09:31,04-08-2023 00:00,148,P,132.04,0.05,0
397,396,10-07-2023 09:31,04-08-2023 00:00,150,C,132.04,0.05,0.101732304
398,397,10-07-2023 09:31,04-08-2023 00:00,150,P,132.04,0.05,17.63403099
399,398,10-07-2023 09:31,04-08-2023 00:00,152.5,C,132.04,0.05,0.077583648
400,399,10-07-2023 09:31,04-08-2023 00:00,152.5,P,132.04,0.05,0
401,400,10-07-2023 09:31,04-08-2023 00:00,155,C,132.04,0.05,0.063229183
402,401,10-07-2023 09:31,04-08-2023 00:00,155,P,132.04,0.05,0
403,402,10-07-2023 09:31,04-08-2023 00:00,160,C,132.04,0.05,0.053428005
404,403,10-07-2023 09:31,04-08-2023 00:00,160,P,132.04,0.05,0
405,404,10-07-2023 09:31,04-08-2023 00:00,165,C,132.04,0.05,0.11591293
406,405,10-07-2023 09:31,04-08-2023 00:00,165,P,132.04,0.05,0
407,406,10-07-2023 09:31,04-08-2023 00:00,170,C,132.04,0.05,0.110655168
408,407,10-07-2023 09:31,04-08-2023 00:00,170,P,132.04,0.05,0
409,408,10-07-2023 09:31,04-08-2023 00:00,175,C,132.04,0.05,0.038859697
410,409,10-07-2023 09:31,04-08-2023 00:00,175,P,132.04,0.05,0
411,410,10-07-2023 09:31,04-08-2023 00:00,180,C,132.04,0.05,0.038591578
412,411,10-07-2023 09:31,04-08-2023 00:00,180,P,132.04,0.05,0
413,412,10-07-2023 09:31,11-08-2023 00:00,80,C,132.04,0.05,0
414,413,10-07-2023 09:31,11-08-2023 00:00,80,P,132.04,0.05,0.042699012
415,414,10-07-2023 09:31,11-08-2023 00:00,85,C,132.04,0.05,0
416,415,10-07-2023 09:31,11-08-2023 00:00,85,P,132.04,0.05,0.041714056
417,416,10-07-2023 09:31,11-08-2023 00:00,90,C,132.04,0.05,0
418,417,10-07-2023 09:31,11-08-2023 00:00,90,P,132.04,0.05,0.040574448
419,418,10-07-2023 09:31,11-08-2023 00:00,95,C,132.04,0.05,0
420,419,10-07-2023 09:31,11-08-2023 00:00,95,P,132.04,0.05,0.042762283
421,420,10-07-2023 09:31,11-08-2023 00:00,100,C,132.04,0.05,0
422,421,10-07-2023 09:31,11-08-2023 00:00,100,P,132.04,0.05,0.120942716
423,422,10-07-2023 09:31,11-08-2023 00:00,105,C,132.04,0.05,0
424,423,10-07-2023 09:31,11-08-2023 00:00,105,P,132.04,0.05,0.13077764
425,424,10-07-2023 09:31,11-08-2023 00:00,110,C,132.04,0.05,0
426,425,10-07-2023 09:31,11-08-2023 00:00,110,P,132.04,0.05,0.171129346
427,426,10-07-2023 09:31,11-08-2023 00:00,115,C,132.04,0.05,17.66305161
428,427,10-07-2023 09:31,11-08-2023 00:00,115,P,132.04,0.05,0.221908422
429,428,10-07-2023 09:31,11-08-2023 00:00,118,C,132.04,0.05,14.83049232
430,429,10-07-2023 09:31,11-08-2023 00:00,118,P,132.04,0.05,0.223230909
431,430,10-07-2023 09:31,11-08-2023 00:00,119,C,132.04,0.05,14.39677998
432,431,10-07-2023 09:31,11-08-2023 00:00,119,P,132.04,0.05,0.305103815
433,432,10-07-2023 09:31,11-08-2023 00:00,120,C,132.04,0.05,13.4132522
434,433,10-07-2023 09:31,11-08-2023 00:00,120,P,132.04,0.05,0.383233073
435,434,10-07-2023 09:31,11-08-2023 00:00,121,C,132.04,0.05,12.0613012
436,435,10-07-2023 09:31,11-08-2023 00:00,121,P,132.04,0.05,0.458187364
437,436,10-07-2023 09:31,11-08-2023 00:00,122,C,132.04,0.05,11.47051311
438,437,10-07-2023 09:31,11-08-2023 00:00,122,P,132.04,0.05,0.551280695
439,438,10-07-2023 09:31,11-08-2023 00:00,123,C,132.04,0.05,10.25295481
440,439,10-07-2023 09:31,11-08-2023 00:00,123,P,132.04,0.05,0.754102374
441,440,10-07-2023 09:31,11-08-2023 00:00,124,C,132.04,0.05,9.410837017
442,441,10-07-2023 09:31,11-08-2023 00:00,124,P,132.04,0.05,0.886641051
443,442,10-07-2023 09:31,11-08-2023 00:00,125,C,132.04,0.05,8.553449854
444,443,10-07-2023 09:31,11-08-2023 00:00,125,P,132.04,0.05,1.043500074
445,444,10-07-2023 09:31,11-08-2023 00:00,126,C,132.04,0.05,7.749733523
446,445,10-07-2023 09:31,11-08-2023 00:00,126,P,132.04,0.05,1.140736396
447,446,10-07-2023 09:31,11-08-2023 00:00,127,C,132.04,0.05,6.986026647
448,447,10-07-2023 09:31,11-08-2023 00:00,127,P,132.04,0.05,1.357647992
449,448,10-07-2023 09:31,11-08-2023 00:00,128,C,132.04,0.05,6.250370245
450,449,10-07-2023 09:31,11-08-2023 00:00,128,P,132.04,0.05,1.539928002
451,450,10-07-2023 09:31,11-08-2023 00:00,129,C,132.04,0.05,5.545798381
452,451,10-07-2023 09:31,11-08-2023 00:00,129,P,132.04,0.05,1.878744912
453,452,10-07-2023 09:31,11-08-2023 00:00,130,C,132.04,0.05,4.89172586
454,453,10-07-2023 09:31,11-08-2023 00:00,130,P,132.04,0.05,2.219607846
455,454,10-07-2023 09:31,11-08-2023 00:00,131,C,132.04,0.05,4.453963542
456,455,10-07-2023 09:31,11-08-2023 00:00,131,P,132.04,0.05,2.582951206
457,456,10-07-2023 09:31,11-08-2023 00:00,132,C,132.04,0.05,3.87271674
458,457,10-07-2023 09:31,11-08-2023 00:00,132,P,132.04,0.05,3.04428348
459,458,10-07-2023 09:31,11-08-2023 00:00,133,C,132.04,0.05,3.156607365
460,459,10-07-2023 09:31,11-08-2023 00:00,133,P,132.04,0.05,3.50542689
461,460,10-07-2023 09:31,11-08-2023 00:00,134,C,132.04,0.05,2.813794061
462,461,10-07-2023 09:31,11-08-2023 00:00,134,P,132.04,0.05,4.044649963
463,462,10-07-2023 09:31,11-08-2023 00:00,135,C,132.04,0.05,2.317263932
464,463,10-07-2023 09:31,11-08-2023 00:00,135,P,132.04,0.05,4.636809069
465,464,10-07-2023 09:31,11-08-2023 00:00,136,C,132.04,0.05,1.955093415
466,465,10-07-2023 09:31,11-08-2023 00:00,136,P,132.04,0.05,5.257168297
467,466,10-07-2023 09:31,11-08-2023 00:00,137,C,132.04,0.05,1.547251064
468,467,10-07-2023 09:31,11-08-2023 00:00,137,P,132.04,0.05,5.970115646
469,468,10-07-2023 09:31,11-08-2023 00:00,138,C,132.04,0.05,1.414400639
470,469,10-07-2023 09:31,11-08-2023 00:00,138,P,132.04,0.05,6.706155341
471,470,10-07-2023 09:31,11-08-2023 00:00,139,C,132.04,0.05,1.150800395
472,471,10-07-2023 09:31,11-08-2023 00:00,139,P,132.04,0.05,7.462394618
473,472,10-07-2023 09:31,11-08-2023 00:00,140,C,132.04,0.05,0.830251523
474,473,10-07-2023 09:31,11-08-2023 00:00,140,P,132.04,0.05,8.258848419
475,474,10-07-2023 09:31,11-08-2023 00:00,141,C,132.04,0.05,0.802478945
476,475,10-07-2023 09:31,11-08-2023 00:00,141,P,132.04,0.05,9.677326014
477,476,10-07-2023 09:31,11-08-2023 00:00,142,C,132.04,0.05,0.621183065
478,477,10-07-2023 09:31,11-08-2023 00:00,142,P,132.04,0.05,9.97767329
479,478,10-07-2023 09:31,11-08-2023 00:00,143,C,132.04,0.05,0.490252552
480,479,10-07-2023 09:31,11-08-2023 00:00,143,P,132.04,0.05,11.49870895
481,480,10-07-2023 09:31,11-08-2023 00:00,144,C,132.04,0.05,0.586726063
482,481,10-07-2023 09:31,11-08-2023 00:00,144,P,132.04,0.05,12.42694691
483,482,10-07-2023 09:31,11-08-2023 00:00,145,C,132.04,0.05,0.500985182
484,483,10-07-2023 09:31,11-08-2023 00:00,145,P,132.04,0.05,13.35662233
485,484,10-07-2023 09:31,11-08-2023 00:00,146,C,132.04,0.05,0.437084582
486,485,10-07-2023 09:31,11-08-2023 00:00,146,P,132.04,0.05,14.28840417
487,486,10-07-2023 09:31,11-08-2023 00:00,147,C,132.04,0.05,0.355720185
488,487,10-07-2023 09:31,11-08-2023 00:00,147,P,132.04,0.05,15.23082363
489,488,10-07-2023 09:31,11-08-2023 00:00,148,C,132.04,0.05,0.317359398
490,489,10-07-2023 09:31,11-08-2023 00:00,148,P,132.04,0.05,15.64480178
491,490,10-07-2023 09:31,11-08-2023 00:00,150,C,132.04,0.05,0.261937882
492,491,10-07-2023 09:31,11-08-2023 00:00,150,P,132.04,0.05,17.55361951
493,492,10-07-2023 09:31,11-08-2023 00:00,152.5,C,132.04,0.05,0.109791489
494,493,10-07-2023 09:31,11-08-2023 00:00,152.5,P,132.04,0.05,19.97191023
495,494,10-07-2023 09:31,11-08-2023 00:00,155,C,132.04,0.05,0.197174896
496,495,10-07-2023 09:31,11-08-2023 00:00,155,P,132.04,0.05,22.37009548
497,496,10-07-2023 09:31,11-08-2023 00:00,160,C,132.04,0.05,0.189057393
498,497,10-07-2023 09:31,11-08-2023 00:00,160,P,132.04,0.05,27.40393388
499,498,10-07-2023 09:31,11-08-2023 00:00,165,C,132.04,0.05,0.180200381
500,499,10-07-2023 09:31,11-08-2023 00:00,165,P,132.04,0.05,32.43313814
501,500,10-07-2023 09:31,11-08-2023 00:00,170,C,132.04,0.05,0.173291459
502,501,10-07-2023 09:31,11-08-2023 00:00,170,P,132.04,0.05,37.28254105
503,502,10-07-2023 09:31,11-08-2023 00:00,175,C,132.04,0.05,0.170599899
504,503,10-07-2023 09:31,11-08-2023 00:00,175,P,132.04,0.05,0
505,504,10-07-2023 09:31,11-08-2023 00:00,180,C,132.04,0.05,0.094472437
506,505,10-07-2023 09:31,11-08-2023 00:00,180,P,132.04,0.05,47.22857441
507,506,10-07-2023 09:31,18-08-2023 00:00,65,C,132.04,0.05,0
508,507,10-07-2023 09:31,18-08-2023 00:00,65,P,132.04,0.05,0.03453464
509,508,10-07-2023 09:31,18-08-2023 00:00,70,C,132.04,0.05,62.57237594
510,509,10-07-2023 09:31,18-08-2023 00:00,70,P,132.04,0.05,0.014590543
511,510,10-07-2023 09:31,18-08-2023 00:00,75,C,132.04,0.05,57.44673019
512,511,10-07-2023 09:31,18-08-2023 00:00,75,P,132.04,0.05,0.014270171
513,512,10-07-2023 09:31,18-08-2023 00:00,80,C,132.04,0.05,0
514,513,10-07-2023 09:31,18-08-2023 00:00,80,P,132.04,0.05,0.017615213
515,514,10-07-2023 09:31,18-08-2023 00:00,85,C,132.04,0.05,47.51317053
516,515,10-07-2023 09:31,18-08-2023 00:00,85,P,132.04,0.05,0.020746696
517,516,10-07-2023 09:31,18-08-2023 00:00,90,C,132.04,0.05,0
518,517,10-07-2023 09:31,18-08-2023 00:00,90,P,132.04,0.05,0.023680758
519,518,10-07-2023 09:31,18-08-2023 00:00,95,C,132.04,0.05,0
520,519,10-07-2023 09:31,18-08-2023 00:00,95,P,132.04,0.05,0.070426111
521,520,10-07-2023 09:31,18-08-2023 00:00,100,C,132.04,0.05,32.61064152
522,521,10-07-2023 09:31,18-08-2023 00:00,100,P,132.04,0.05,0.035398335
523,522,10-07-2023 09:31,18-08-2023 00:00,105,C,132.04,0.05,27.64146651
524,523,10-07-2023 09:31,18-08-2023 00:00,105,P,132.04,0.05,0.068114536
525,524,10-07-2023 09:31,18-08-2023 00:00,110,C,132.04,0.05,22.7101283
526,525,10-07-2023 09:31,18-08-2023 00:00,110,P,132.04,0.05,0.087699624
527,526,10-07-2023 09:31,18-08-2023 00:00,115,C,132.04,0.05,18.39790977
528,527,10-07-2023 09:31,18-08-2023 00:00,115,P,132.04,0.05,0.214173051
529,528,10-07-2023 09:31,18-08-2023 00:00,120,C,132.04,0.05,13.16419234
530,529,10-07-2023 09:31,18-08-2023 00:00,120,P,132.04,0.05,0.472233302
531,530,10-07-2023 09:31,18-08-2023 00:00,125,C,132.04,0.05,8.857712403
532,531,10-07-2023 09:31,18-08-2023 00:00,125,P,132.04,0.05,1.12095311
533,532,10-07-2023 09:31,18-08-2023 00:00,130,C,132.04,0.05,5.166491654
534,533,10-07-2023 09:31,18-08-2023 00:00,130,P,132.04,0.05,2.294212367
535,534,10-07-2023 09:31,18-08-2023 00:00,135,C,132.04,0.05,2.701411084
536,535,10-07-2023 09:31,18-08-2023 00:00,135,P,132.04,0.05,4.845815504
537,536,10-07-2023 09:31,18-08-2023 00:00,140,C,132.04,0.05,1.132077821
538,537,10-07-2023 09:31,18-08-2023 00:00,140,P,132.04,0.05,8.31301941
539,538,10-07-2023 09:31,18-08-2023 00:00,145,C,132.04,0.05,0.465270287
540,539,10-07-2023 09:31,18-08-2023 00:00,145,P,132.04,0.05,13.28254785
541,540,10-07-2023 09:31,18-08-2023 00:00,150,C,132.04,0.05,0.262285544
542,541,10-07-2023 09:31,18-08-2023 00:00,150,P,132.04,0.05,17.99269832
543,542,10-07-2023 09:31,18-08-2023 00:00,155,C,132.04,0.05,0.136621213
544,543,10-07-2023 09:31,18-08-2023 00:00,155,P,132.04,0.05,22.28207397
545,544,10-07-2023 09:31,18-08-2023 00:00,160,C,132.04,0.05,0.036823537
546,545,10-07-2023 09:31,18-08-2023 00:00,160,P,132.04,0.05,27.14958835
547,546,10-07-2023 09:31,18-08-2023 00:00,165,C,132.04,0.05,0.034983391
548,547,10-07-2023 09:31,18-08-2023 00:00,165,P,132.04,0.05,32.2406005
549,548,10-07-2023 09:31,18-08-2023 00:00,170,C,132.04,0.05,0.033676207
550,549,10-07-2023 09:31,18-08-2023 00:00,170,P,132.04,0.05,37.13715053
551,550,10-07-2023 09:31,18-08-2023 00:00,175,C,132.04,0.05,0.056742693
552,551,10-07-2023 09:31,18-08-2023 00:00,175,P,132.04,0.05,0
553,552,10-07-2023 09:31,18-08-2023 00:00,180,C,132.04,0.05,0.025774141
554,553,10-07-2023 09:31,18-08-2023 00:00,180,P,132.04,0.05,47.03428343
555,554,10-07-2023 09:31,18-08-2023 00:00,185,C,132.04,0.05,0.048660261
556,555,10-07-2023 09:31,18-08-2023 00:00,185,P,132.04,0.05,52.12358268
557,556,10-07-2023 09:31,18-08-2023 00:00,190,C,132.04,0.05,0.047788408
558,557,10-07-2023 09:31,18-08-2023 00:00,190,P,132.04,0.05,56.99396137
559,558,10-07-2023 09:31,18-08-2023 00:00,195,C,132.04,0.05,0.047104799
560,559,10-07-2023 09:31,18-08-2023 00:00,195,P,132.04,0.05,62.04034043
561,560,10-07-2023 09:31,18-08-2023 00:00,200,C,132.04,0.05,0.046514485
562,561,10-07-2023 09:31,18-08-2023 00:00,200,P,132.04,0.05,0
563,562,10-07-2023 09:31,18-08-2023 00:00,205,C,132.04,0.05,0.045949774
564,563,10-07-2023 09:31,18-08-2023 00:00,205,P,132.04,0.05,0
565,564,10-07-2023 09:31,25-08-2023 00:00,80,C,132.04,0.05,0
566,565,10-07-2023 09:31,25-08-2023 00:00,80,P,132.04,0.05,0.135267352
567,566,10-07-2023 09:31,25-08-2023 00:00,85,C,132.04,0.05,0
568,567,10-07-2023 09:31,25-08-2023 00:00,85,P,132.04,0.05,0.052220208
569,568,10-07-2023 09:31,25-08-2023 00:00,90,C,132.04,0.05,0
570,569,10-07-2023 09:31,25-08-2023 00:00,90,P,132.04,0.05,0.0546687
571,570,10-07-2023 09:31,25-08-2023 00:00,95,C,132.04,0.05,0
572,571,10-07-2023 09:31,25-08-2023 00:00,95,P,132.04,0.05,0.143217219
573,572,10-07-2023 09:31,25-08-2023 00:00,100,C,132.04,0.05,0
574,573,10-07-2023 09:31,25-08-2023 00:00,100,P,132.04,0.05,0.150685351
575,574,10-07-2023 09:31,25-08-2023 00:00,105,C,132.04,0.05,0
576,575,10-07-2023 09:31,25-08-2023 00:00,105,P,132.04,0.05,0.088040993
577,576,10-07-2023 09:31,25-08-2023 00:00,110,C,132.04,0.05,0
578,577,10-07-2023 09:31,25-08-2023 00:00,110,P,132.04,0.05,0.119014868
579,578,10-07-2023 09:31,25-08-2023 00:00,115,C,132.04,0.05,18.02101918
580,579,10-07-2023 09:31,25-08-2023 00:00,115,P,132.04,0.05,0.199619687
581,580,10-07-2023 09:31,25-08-2023 00:00,120,C,132.04,0.05,13.32341057
582,581,10-07-2023 09:31,25-08-2023 00:00,120,P,132.04,0.05,0.658246314
583,582,10-07-2023 09:31,25-08-2023 00:00,121,C,132.04,0.05,12.53708347
584,583,10-07-2023 09:31,25-08-2023 00:00,121,P,132.04,0.05,0.572442556
585,584,10-07-2023 09:31,25-08-2023 00:00,122,C,132.04,0.05,11.86759006
586,585,10-07-2023 09:31,25-08-2023 00:00,122,P,132.04,0.05,0.681118862
587,586,10-07-2023 09:31,25-08-2023 00:00,123,C,132.04,0.05,10.77922849
588,587,10-07-2023 09:31,25-08-2023 00:00,123,P,132.04,0.05,0.876301141
589,588,10-07-2023 09:31,25-08-2023 00:00,124,C,132.04,0.05,9.935689928
590,589,10-07-2023 09:31,25-08-2023 00:00,124,P,132.04,0.05,1.06468701
591,590,10-07-2023 09:31,25-08-2023 00:00,125,C,132.04,0.05,9.116763796
592,591,10-07-2023 09:31,25-08-2023 00:00,125,P,132.04,0.05,1.313945261
593,592,10-07-2023 09:31,25-08-2023 00:00,126,C,132.04,0.05,8.344277352
594,593,10-07-2023 09:31,25-08-2023 00:00,126,P,132.04,0.05,1.431398094
595,594,10-07-2023 09:31,25-08-2023 00:00,127,C,132.04,0.05,7.568482134
596,595,10-07-2023 09:31,25-08-2023 00:00,127,P,132.04,0.05,1.665882449
597,596,10-07-2023 09:31,25-08-2023 00:00,128,C,132.04,0.05,6.862032557
598,597,10-07-2023 09:31,25-08-2023 00:00,128,P,132.04,0.05,1.943639677
599,598,10-07-2023 09:31,25-08-2023 00:00,129,C,132.04,0.05,6.154056804
600,599,10-07-2023 09:31,25-08-2023 00:00,129,P,132.04,0.05,2.085979187
601,600,10-07-2023 09:31,25-08-2023 00:00,130,C,132.04,0.05,5.480876214
602,601,10-07-2023 09:31,25-08-2023 00:00,130,P,132.04,0.05,2.57016542
603,602,10-07-2023 09:31,25-08-2023 00:00,131,C,132.04,0.05,4.870258305
604,603,10-07-2023 09:31,25-08-2023 00:00,131,P,132.04,0.05,2.987359677
605,604,10-07-2023 09:31,25-08-2023 00:00,132,C,132.04,0.05,4.388299453
606,605,10-07-2023 09:31,25-08-2023 00:00,132,P,132.04,0.05,3.434323044
607,606,10-07-2023 09:31,25-08-2023 00:00,133,C,132.04,0.05,3.714588901
608,607,10-07-2023 09:31,25-08-2023 00:00,133,P,132.04,0.05,3.899778706
609,608,10-07-2023 09:31,25-08-2023 00:00,134,C,132.04,0.05,3.227136857
610,609,10-07-2023 09:31,25-08-2023 00:00,134,P,132.04,0.05,4.310209193
611,610,10-07-2023 09:31,25-08-2023 00:00,135,C,132.04,0.05,2.892099164
612,611,10-07-2023 09:31,25-08-2023 00:00,135,P,132.04,0.05,4.86621726
613,612,10-07-2023 09:31,25-08-2023 00:00,136,C,132.04,0.05,2.490120421
614,613,10-07-2023 09:31,25-08-2023 00:00,136,P,132.04,0.05,5.454987868
615,614,10-07-2023 09:31,25-08-2023 00:00,137,C,132.04,0.05,2.159951477
616,615,10-07-2023 09:31,25-08-2023 00:00,137,P,132.04,0.05,6.134446377
617,616,10-07-2023 09:31,25-08-2023 00:00,138,C,132.04,0.05,1.804378868
618,617,10-07-2023 09:31,25-08-2023 00:00,138,P,132.04,0.05,6.852723632
619,618,10-07-2023 09:31,25-08-2023 00:00,139,C,132.04,0.05,1.50085149
620,619,10-07-2023 09:31,25-08-2023 00:00,139,P,132.04,0.05,7.58051326
621,620,10-07-2023 09:31,25-08-2023 00:00,140,C,132.04,0.05,1.205699634
622,621,10-07-2023 09:31,25-08-2023 00:00,140,P,132.04,0.05,8.336727497
623,622,10-07-2023 09:31,25-08-2023 00:00,141,C,132.04,0.05,1.079522633
624,623,10-07-2023 09:31,25-08-2023 00:00,141,P,132.04,0.05,9.612402362
625,624,10-07-2023 09:31,25-08-2023 00:00,142,C,132.04,0.05,0.911635762
626,625,10-07-2023 09:31,25-08-2023 00:00,142,P,132.04,0.05,9.983001387
627,626,10-07-2023 09:31,25-08-2023 00:00,143,C,132.04,0.05,0.790530315
628,627,10-07-2023 09:31,25-08-2023 00:00,143,P,132.04,0.05,10.85358382
629,628,10-07-2023 09:31,25-08-2023 00:00,144,C,132.04,0.05,0.664973249
630,629,10-07-2023 09:31,25-08-2023 00:00,144,P,132.04,0.05,11.8708731
631,630,10-07-2023 09:31,25-08-2023 00:00,145,C,132.04,0.05,0.567745081
632,631,10-07-2023 09:31,25-08-2023 00:00,145,P,132.04,0.05,12.79130505
633,632,10-07-2023 09:31,25-08-2023 00:00,146,C,132.04,0.05,0.655210056
634,633,10-07-2023 09:31,25-08-2023 00:00,146,P,132.04,0.05,13.72381542
635,634,10-07-2023 09:31,25-08-2023 00:00,147,C,132.04,0.05,0.431586414
636,635,10-07-2023 09:31,25-08-2023 00:00,147,P,132.04,0.05,14.63394185
637,636,10-07-2023 09:31,25-08-2023 00:00,148,C,132.04,0.05,0.476711957
638,637,10-07-2023 09:31,25-08-2023 00:00,148,P,132.04,0.05,15.55559622
639,638,10-07-2023 09:31,25-08-2023 00:00,150,C,132.04,0.05,0.334828215
640,639,10-07-2023 09:31,25-08-2023 00:00,150,P,132.04,0.05,17.48392244
641,640,10-07-2023 09:31,25-08-2023 00:00,152.5,C,132.04,0.05,0.290078999
